Compound,Date,Negative,Neutral,News Outlet,Positive,Tweet Text,Tweets Count
0.7964,Fri Jul 13 20:32:04 +0000 2018,0.0,0.728,@BBC,0.272,"Gary Barlow and his ten-piece band perform songs including Greatest Day, Back for Good and Rule the World against t… https://t.co/xAcRAKlkmn",1
0.8268,Fri Jul 13 18:31:05 +0000 2018,0.0,0.688,@BBC,0.312,"The world's greatest classical musical festival is back! 🎶🎻👏 @bbcproms 2018

First Night of the Proms | 8:30pm |… https://t.co/JKCkC5EMMs",2
0.0,Fri Jul 13 18:30:37 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCSport: This is some semi-final.

Watch Kevin Anderson and John Isner live on @BBCTwo and online.

https://t.co/gmKgD0Vwbx https://t.…",3
-0.7876,Fri Jul 13 17:32:04 +0000 2018,0.331,0.669,@BBC,0.0,"When someone gets sassy but you've got a killer comeback... 😂👏 @robbrydon #WILTY

https://t.co/cmdBgsfTm1",4
0.9022,Fri Jul 13 17:02:05 +0000 2018,0.0,0.665,@BBC,0.335,"The best time to plant a tree was 20 years ago. The second best time is now. 🌳

Eight Chinese proverbs to help with… https://t.co/zqSO489S8G",5
-0.0516,Fri Jul 13 15:59:00 +0000 2018,0.062,0.938,@BBC,0.0,"When your colleagues ask why you need to leave work at 5pm on the dot... 🍷💃

#FridayFeeling #Versailles https://t.co/Tmba34H72w",6
0.0,Fri Jul 13 15:47:44 +0000 2018,0.0,1.0,@BBC,0.0,RT @BBCNews: Downton Abbey film finally confirmed https://t.co/VcQvk7lFJb,7
0.0382,Fri Jul 13 15:04:04 +0000 2018,0.0,0.952,@BBC,0.048,"""I can't pay you, but you can use the photos in your portfolio."" 🙄  

Every photographer can relate to this. 

https://t.co/AIriphAyym",8
-0.7579,Fri Jul 13 12:03:03 +0000 2018,0.427,0.418,@BBC,0.155,"The secret to a long, happy relationship? 

Lying, lying and more lying. ❤️️😂 @rhysnicholson

https://t.co/K0t1XAHovC",9
0.3182,Fri Jul 13 11:03:03 +0000 2018,0.0,0.881,@BBC,0.119,"The original 1926 map of The Hundred Acre Wood from Winnie-the-Pooh has sold for a record £430,000. 📖🍯… https://t.co/YoDZxpIlLe",10
0.0,Fri Jul 13 10:01:02 +0000 2018,0.0,1.0,@BBC,0.0,RT @bbcproms: A Spectacular curtain raiser last night by @AnnaHMeredith &amp; @59productions  commissioned by @bbcproms @edintfest @1418NOW  in…,11
0.0,Fri Jul 13 09:59:32 +0000 2018,0.0,1.0,@BBC,0.0,RT @BBCTheOneShow: It's @ChrisGPackham UK Bioblitz 2018. Over ten days Chris &amp; his team will visit 50 wildlife sites in the UK to highlight…,12
0.0,Fri Jul 13 08:03:04 +0000 2018,0.0,1.0,@BBC,0.0,"Who is the mysterious Hester Appleyard?

Natalie Dormer spills the beans on her enigmatic role in… https://t.co/6oHcD9SONr",13
0.1779,Fri Jul 13 07:27:05 +0000 2018,0.0,0.909,@BBC,0.091,"""I think the NHS is one of the biggest assets we have in this country,"" says @JonniePeacock.… https://t.co/PTiCP0xeHc",14
-0.4003,Fri Jul 13 07:03:02 +0000 2018,0.187,0.813,@BBC,0.0,"⚠️ Watch out! ⚠️ Today is Friday the 13th...

📆😰 But why is this date considered unlucky?

https://t.co/RJelR8Rw6p",15
-0.0772,Thu Jul 12 20:02:02 +0000 2018,0.071,0.929,@BBC,0.0,"😺🎬 Meet Lisio, the ginger cat who jumped onto his owner's shoulders during a serious TV interview.

👉… https://t.co/7DmhNcHnU6",16
0.6249,Thu Jul 12 18:04:07 +0000 2018,0.0,0.806,@BBC,0.194,"Great Britain's John Curry was the world's first out gay Olympian. This is his story. ⛸

https://t.co/8kFobV3AWe",17
-0.7271,Thu Jul 12 17:03:06 +0000 2018,0.313,0.55,@BBC,0.137,Not all heroes wear capes. This Australian diving doctor abandoned his holiday to stay with the boys trapped in a c… https://t.co/BRaTqIJP19,18
0.0,Thu Jul 12 16:03:02 +0000 2018,0.0,1.0,@BBC,0.0,"Orkney’s mysterious stone circles are older than Stonehenge... 

https://t.co/Cbuq22PkVm",19
0.6597,Thu Jul 12 14:47:18 +0000 2018,0.178,0.512,@BBC,0.31,"RT @BBCOne: Love and trust, shattered by secrets and lies. Keeping Faith from @BBCWales starring @TeamEveMyles starts tonight at 9pm on BBC…",20
0.4404,Thu Jul 12 13:04:03 +0000 2018,0.0,0.854,@BBC,0.146,"The university access watchdog says students' backgrounds should be taken into account when awarding places, to imp… https://t.co/q9vW9zt46B",21
0.0,Thu Jul 12 12:04:04 +0000 2018,0.0,1.0,@BBC,0.0,"Why are more parents around the world choosing to raise only children?

https://t.co/bWil43TvES",22
-0.3182,Thu Jul 12 11:43:48 +0000 2018,0.087,0.913,@BBC,0.0,"RT @BBCFOUR: Dr Lucy Worsley shows how Britain's new ruling family fought the French, the Jacobites and each other, all at the same time. T…",23
0.0,Thu Jul 12 11:02:03 +0000 2018,0.0,1.0,@BBC,0.0,Meet the people getting the @bbcproms off to a spectacular start. 😍🎶🎻 https://t.co/rD5I0XXrLz https://t.co/5im1Tokqsr,24
0.0,Thu Jul 12 10:30:00 +0000 2018,0.0,1.0,@BBC,0.0,"♻️🥛Meet the schoolchildren who redesigned their milk cartons without plastic straws. 

Their school now uses fully… https://t.co/hK4M1UtcHk",25
-0.1788,Thu Jul 12 08:03:03 +0000 2018,0.182,0.733,@BBC,0.086,"Adam can't hide the fact that he has a stutter, and he doesn't want to anymore.

https://t.co/JVzJkk828L",26
0.0,Thu Jul 12 07:31:08 +0000 2018,0.0,1.0,@BBC,0.0,"Native wildlife is ""flocking back"" to the Outer Hebrides following a 17-year project to eradicate the American mink… https://t.co/QbGQddmWyW",27
-0.3595,Thu Jul 12 07:03:04 +0000 2018,0.161,0.839,@BBC,0.0,"Walrus siestas can last a week! 💤 These incredible creatures know how to nap... 

https://t.co/qZRpNBkpuc",28
0.1967,Wed Jul 11 20:39:03 +0000 2018,0.0,0.905,@BBC,0.095,"It’s not coming home. 💔

But it's been an incredible journey. ♥️

https://t.co/TrqeqzfTUq  #ENG #WorldCup… https://t.co/nCoN5lDJys",29
0.0,Wed Jul 11 20:23:23 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCSport: GOAL

Mario Mandzukic drills Croatia in front.

#CRO 2-1 #ENG 

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSport 

#ENGCRO #Wor…",30
-0.1027,Wed Jul 11 20:03:46 +0000 2018,0.065,0.935,@BBC,0.0,"RT @BBCSport: Extra-time it is... and we're underway...

How are your nerves?

#CRO 1-1 #ENG 

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSpo…",31
0.3612,Wed Jul 11 19:52:13 +0000 2018,0.0,0.878,@BBC,0.122,"Full time: #CRO 1-1 #ENG 

Who's ready for another 30 minutes?

Follow it live: 
📱 https://t.co/TrqeqzfTUq  
📻… https://t.co/CuPZrrxFEW",32
-0.296,Wed Jul 11 19:49:56 +0000 2018,0.306,0.694,@BBC,0.0,RT @BBCBreakfast: No fingernails left... https://t.co/E4oE20owSY,33
0.0,Wed Jul 11 19:27:11 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCSport: GOAL 

#CRO 1-1 #ENG 

Ivan Perisic meets a cross to flick Croatia level.

LIVE:
📱 https://t.co/C5GtYW7jpj 
📻 @5liveSport htt…",34
-0.0191,Wed Jul 11 19:20:29 +0000 2018,0.056,0.944,@BBC,0.0,"It doesn't matter where you're watching, as long as you're watching. ⚽️⚽️⚽️

Millions of #ENG fans are watching… https://t.co/geST9JHDr4",35
0.0,Wed Jul 11 19:16:46 +0000 2018,0.0,1.0,@BBC,0.0,"RT @5liveSport: Only three men have ever scored for #ENG in a semi-final of a #WorldCup

⚽ Sir Bobby Charlton
⚽ @GaryLineker
⚽ Kieran Tripp…",36
0.6705,Wed Jul 11 19:02:33 +0000 2018,0.0,0.776,@BBC,0.224,"RT @BBCOne: We’re pretty sure that exactly 53% of the population is covered in beer right now 🤔🤗 #ENGCRO #WorldCup

https://t.co/l5UTbo9n7x",37
0.3182,Wed Jul 11 19:02:02 +0000 2018,0.0,0.874,@BBC,0.126,A gripping reimagining of Joan Lindsay's iconic novel that delves into the mysterious disappearances of three schoo… https://t.co/d4nPoQXIYJ,38
0.0,Wed Jul 11 18:50:03 +0000 2018,0.0,1.0,@BBC,0.0,"Half time in Moscow. 

#CRO 0-1 #ENG
￼
Follow:

📱 https://t.co/5KN3TtJ2Zz  
📻 @5livesport

#ENGCRO #WorldCup https://t.co/TVSyyaX8dl",39
0.0,Wed Jul 11 18:06:07 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCSport: GOAL!

What a start! What a goal!

Kieran Trippier whips a free-kick right in! 

#CRO 0-1 #ENG 

LIVE: 
📱 https://t.co/C5GtYW…",40
0.0,Wed Jul 11 18:00:11 +0000 2018,0.0,1.0,@BBC,0.0,"It's time. ⚽️

#ENGCRO #worldcup #bbcworldcup https://t.co/A0zRUx5CVK",41
0.0,Wed Jul 11 17:57:05 +0000 2018,0.0,1.0,@BBC,0.0,"Prince Harry knows... #ItsComingHome ️⚽️➡️🏠

#ENGCRO #ENG #WorldCup #ThreeLions 

https://t.co/ouBlfHLWry",42
0.0,Wed Jul 11 17:01:04 +0000 2018,0.0,1.0,@BBC,0.0,"The @BBCEastenders prediction for tonight's #WorldCup semi-final? 

""Ta-ta Croatia!"" 👋😂 @MrDDyer

#ThreeLions… https://t.co/wRv1AlP9s6",43
0.0,Wed Jul 11 16:01:05 +0000 2018,0.0,1.0,@BBC,0.0,"What's that David Attenborough... it's coming home? 🏴󠁧󠁢󠁥󠁮󠁧󠁿️⚽️🏆😆

🔊 Turn your sound on!  🔊

#WorldCup #ThreeLions… https://t.co/fkYYIqg2fO",44
0.0,Wed Jul 11 13:03:06 +0000 2018,0.0,1.0,@BBC,0.0,The National Gallery has acquired its first work by a woman for 27 years. 🖌 https://t.co/WkCtpvqKtN https://t.co/NZRjCCw3z5,45
0.5994,Wed Jul 11 11:32:03 +0000 2018,0.0,0.692,@BBC,0.308,"The last time #ENG played a #WorldCup Semi Final, @bbceastenders looked like this... https://t.co/JeYtBettzm",46
0.3612,Wed Jul 11 11:02:02 +0000 2018,0.0,0.894,@BBC,0.106,"🤔 Game Boys, Vanilla Ice and a new TV programme called 'The Simpsons'... 

This is what #England looked like last t… https://t.co/YTCXpNJvqb",47
0.0,Wed Jul 11 09:53:20 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCSport: Just hold on...it's coming home.

#WorldCup #ThreeLions https://t.co/TCTpYhNV1s",48
0.5719,Wed Jul 11 09:32:05 +0000 2018,0.0,0.829,@BBC,0.171,"This will give you goosebumps. 

The last time England won a #WorldCup semi-final it was a 2-1 victory over Portuga… https://t.co/2gRGni9S3y",49
-0.2732,Wed Jul 11 09:04:05 +0000 2018,0.095,0.905,@BBC,0.0,"In this city, a six-figure salary is considered 'low income' and not enough for a family of four to get by on.… https://t.co/1qyDWTPSrG",50
0.5859,Wed Jul 11 08:00:00 +0000 2018,0.0,0.891,@BBC,0.109,"#BluePlanet2 ✅ 
That unforgettable concert ✅ 
Brilliant Bedtime Stories ✅
A new Doctor ✅
and so much more. Here are… https://t.co/ZVSKIHOXDk",51
0.8499,Wed Jul 11 07:39:04 +0000 2018,0.0,0.584,@BBC,0.416,"RT @BBCSport: More of this please! 😊

#ENGCRO #ENG #ThreeLions #bbcworldcup https://t.co/706Vsdfy2Y",52
-0.8402,Wed Jul 11 07:33:03 +0000 2018,0.429,0.571,@BBC,0.0,"💈⚽️🙌🏾 Dead trims, missed penalties, 30 yard screamers, calling players out, football coming home...… https://t.co/ZrrQJ1Qn9h",53
0.0,Wed Jul 11 07:03:05 +0000 2018,0.0,1.0,@BBC,0.0,"🌡🔥☀️ This one goes out to all the gingers braving the sun today... 

https://t.co/4Ed3y2Xp0f",54
0.0,Tue Jul 10 20:02:05 +0000 2018,0.0,1.0,@BBC,0.0,"The heatwave has unveiled ancient hillforts and Roman settlements in Wales. 👉
 https://t.co/L1VdHWkMP7 https://t.co/luXjJV5v3Y",55
0.0,Tue Jul 10 19:04:02 +0000 2018,0.0,1.0,@BBC,0.0,"Take a look at the rollercoaster years at Nokia, a company that dominated a nation. 

The Rise and Fall of Nokia |… https://t.co/7uflzUaeTj",56
0.8625,Tue Jul 10 18:04:04 +0000 2018,0.0,0.61,@BBC,0.39,"Can you feel richer by giving your money away? 💸 This lottery winner thinks so.

https://t.co/BgKlrEfssV",57
0.7717,Tue Jul 10 17:31:05 +0000 2018,0.0,0.676,@BBC,0.324,"'I wanted to live inside you like a parasite'. 

A letter to my first love 💌👉 https://t.co/batgnuHRoi https://t.co/G0kGuLzHqU",58
-0.8338,Tue Jul 10 15:32:02 +0000 2018,0.34,0.593,@BBC,0.066,"🙅No one likes making mistakes, but messing up isn’t always a bad thing.

Here are six reasons why making mistakes c… https://t.co/N7jMLZKLcE",59
0.7269,Tue Jul 10 15:14:38 +0000 2018,0.0,0.724,@BBC,0.276,"RT @bbctennis: Serena Williams has some pretty big names supporting her.

Oh hey, @Drake 

LIVE👉https://t.co/RIpcahMeKm
📺 @BBCOne 
#bbctenn…",60
0.6763,Tue Jul 10 13:01:05 +0000 2018,0.079,0.68,@BBC,0.242,"No one does strawberries like we do in Britain! 🍓🇬🇧🍦

Now they're in season, make the most of these delicious straw… https://t.co/QKdHxenZNu",61
0.4939,Tue Jul 10 12:18:03 +0000 2018,0.0,0.868,@BBC,0.132,'Everyone safe': all 12 members of a Thai youth football team and their coach have been brought safely out of the c… https://t.co/c5bzSFM2ND,62
0.0,Tue Jul 10 12:03:04 +0000 2018,0.0,1.0,@BBC,0.0,"Neelam and Dinesh’s son Akash took his own life three years ago. 

Now they’re trying to get the British Asian comm… https://t.co/pX5ZIH2mj3",63
0.4588,Tue Jul 10 11:33:00 +0000 2018,0.073,0.769,@BBC,0.158,"Ever found something weird and wonderful on a British beach? 

@BBCFOUR will be LIVE from the Jurassic Coast next w… https://t.co/CY4ej7SjQh",64
-0.5632,Tue Jul 10 11:04:01 +0000 2018,0.174,0.826,@BBC,0.0,"Have you ever seen a baby puffin? 🐣

Experts worry we may not get the chance in the future if Scotland’s puffin pop… https://t.co/uRKs7VXQMv",65
0.0,Tue Jul 10 09:17:05 +0000 2018,0.0,1.0,@BBC,0.0,RT @bbcweather: Remember to look up around 1pm today if you're in London / SE / Suffolk / Colchester / Chelmsford for the @RoyalAirForce #R…,66
0.3612,Tue Jul 10 09:06:27 +0000 2018,0.0,0.884,@BBC,0.116,"RT @BBCOne: “I felt like a piece of meat at a meat market”.

@BBCPanorama investigates President Donald Trump.

Tonight | 8.30pm | BBC One…",67
0.8402,Tue Jul 10 08:59:10 +0000 2018,0.0,0.5,@BBC,0.5,RT @BBCNews: Cave rescue: Divers ready to save remaining five Thais https://t.co/ed7GteDLor,68
0.0,Tue Jul 10 08:56:04 +0000 2018,0.0,1.0,@BBC,0.0,"RT @bbcweather: London's sunset last night, photographed by Funda Cizgenakad. Jo https://t.co/gijPHaWMpa",69
0.4939,Tue Jul 10 08:55:48 +0000 2018,0.0,0.878,@BBC,0.122,"RT @BBCSport: We have some exciting news...

@andy_murray will be joining the BBC commentary team this week at @Wimbledon 

👉 https://t.co/…",70
0.0,Tue Jul 10 08:05:02 +0000 2018,0.0,1.0,@BBC,0.0,"Sue has looked after lots of orphaned wombats before, but Stacy is a real handful! 😳

https://t.co/JCFTLP1Xjg",71
0.5719,Tue Jul 10 07:29:03 +0000 2018,0.0,0.829,@BBC,0.171,"Today, @sophieraworth presents live coverage of events to celebrate 100 years of aviation and endeavour in the Roya… https://t.co/l0Of2zTYaH",72
0.6369,Mon Jul 09 20:02:05 +0000 2018,0.0,0.833,@BBC,0.167,"The greatest ice skater of all time, John Curry transformed a dated sport into an art form and made history by beco… https://t.co/rKqQzp8Gv5",73
0.5994,Mon Jul 09 19:02:06 +0000 2018,0.0,0.818,@BBC,0.182,"“I want to tell you honey you are the hero in my heart”

Saman Gunan's wife and father tell @BBCWorld about the man… https://t.co/axL8XkMgc0",74
0.4767,Mon Jul 09 18:02:03 +0000 2018,0.0,0.78,@BBC,0.22,"That time David Attenborough made friends with a baby rhino. 😭❤️️🦏 #Africa 

https://t.co/Z5F0jaNk57",75
0.9403,Mon Jul 09 16:04:04 +0000 2018,0.0,0.505,@BBC,0.495,"Although they're great fun, they're not always great for the environment... 

Here's how to go to a festival withou… https://t.co/tvnMfnCrlL",76
0.0,Mon Jul 09 15:51:05 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCBreaking: Prince Louis arrives for his christening service at the Chapel Royal, St James's Palace

https://t.co/TGe9Ld5mpM https://t…",77
0.8268,Mon Jul 09 15:20:14 +0000 2018,0.0,0.701,@BBC,0.299,"RT @BBCRadio2: Happy International Town Criers' Day! Watch @chestercrier teach @ed_miliband how to do the perfect ""oyez""  🗣 https://t.co/Ha…",78
0.8221,Mon Jul 09 14:29:05 +0000 2018,0.0,0.664,@BBC,0.336,"""Can I drum?” 🥁🤷‍♂️

This is the amazing moment when @thekillers let a fan join them on stage at @TRNSMTfest! 🙌… https://t.co/6DnHpaJxer",79
-0.5423,Mon Jul 09 14:23:06 +0000 2018,0.22,0.78,@BBC,0.0,"RT @BBCBreaking: Boris Johnson resigns as UK Foreign Secretary, following the resignation of Brexit Secretary David Davis https://t.co/gFKn…",80
0.4215,Mon Jul 09 14:17:04 +0000 2018,0.0,0.872,@BBC,0.128,"Divers have rescued four more boys from the vast flooded cave system in northern Thailand.

Follow live updates her… https://t.co/cuWPaHhVTW",81
-0.4767,Mon Jul 09 13:03:05 +0000 2018,0.205,0.795,@BBC,0.0,"Searching for the 'angel' who held me during the Westminster attack. 

https://t.co/Hgb96AhD1J https://t.co/SPXbsc6t1A",82
0.6597,Mon Jul 09 12:18:40 +0000 2018,0.115,0.531,@BBC,0.354,"RT @bbctennis: The number of Grand Slam singles titles won by today's Centre Court players.

🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆…",83
0.0,Mon Jul 09 12:01:04 +0000 2018,0.0,1.0,@BBC,0.0,"'I spread happiness': meet Irene, a yoga teacher who teaches in prisons. 🧘

https://t.co/LkBRZK5BJe",84
-0.5255,Mon Jul 09 11:03:02 +0000 2018,0.166,0.834,@BBC,0.0,"What's wrong with the way we decorated?! 😂🛀👷

Couple find a 23-year-old hidden message while refurbishing their bat… https://t.co/gfFrVjlZee",85
0.0,Mon Jul 09 10:03:09 +0000 2018,0.0,1.0,@BBC,0.0,Prince Louis will be christened later in a private ceremony in the Chapel Royal at St James's Palace. 👶… https://t.co/NOvYzzMN0F,86
0.25,Mon Jul 09 08:51:27 +0000 2018,0.0,0.913,@BBC,0.087,RT @BBCWorld: Cave divers in Thailand are poised to restart the high-risk operation to extract the remaining eight boys and their football…,87
-0.6486,Mon Jul 09 08:51:21 +0000 2018,0.281,0.719,@BBC,0.0,RT @BBCWorld: Japan floods: At least 100 dead in record rainfall https://t.co/SyQmfJ7R2J,88
0.6597,Mon Jul 09 08:51:17 +0000 2018,0.0,0.795,@BBC,0.205,"RT @bbcgetinspired: Way back when @England winning the #WorldCup was just a pipe dream, we caught up with Gareth Southgate to find out his…",89
0.0,Mon Jul 09 08:51:06 +0000 2018,0.0,1.0,@BBC,0.0,"RT @BBCArchive: #OnThisDay 2001: The Office was first broadcast, on @BBCTwo. https://t.co/TgfV8bNhy4",90
0.5719,Mon Jul 09 08:03:05 +0000 2018,0.0,0.701,@BBC,0.299,"What's it like living with OCD? These people share their experience. 
#TrustMeImADoctor https://t.co/Ed41awcqEM",91
-0.0516,Mon Jul 09 07:27:05 +0000 2018,0.066,0.934,@BBC,0.0,"'I didn’t leave the house for three months because of my anxiety.'
👉 https://t.co/8q5C6bvqI7 https://t.co/qlAwtudj5E",92
0.0,Mon Jul 09 07:00:09 +0000 2018,0.0,1.0,@BBC,0.0,⚡ This Korean entrepreneur has an idea that could revolutionise how power is generated. https://t.co/csjLDoyZoN,93
0.4019,Sun Jul 08 21:07:05 +0000 2018,0.0,0.838,@BBC,0.162,"Justin Bieber 'engaged to Hailey Baldwin', US media say. 👉 https://t.co/j8cKfq8AtD https://t.co/HkqnZAQJi4",94
-0.6908,Sun Jul 08 20:52:12 +0000 2018,0.207,0.793,@BBC,0.0,"RT @BBCBreaking: UK police launch murder inquiry after Dawn Sturgess, 44, dies after exposure to nerve agent Novichok https://t.co/adk3o7Sj…",95
0.0,Sun Jul 08 20:05:00 +0000 2018,0.0,1.0,@BBC,0.0,"✊🛍🛒 This family have changed their shopping habits to reduce their plastic footprint.
#PlasticsAction https://t.co/RL3U1Vk7EN",96
0.0,Sun Jul 08 19:04:02 +0000 2018,0.0,1.0,@BBC,0.0,❤️ This man is cleaning all 388 Holocaust plaques in his city. https://t.co/AfdxFBxxJ4,97
